data,submercado,pld,ano,mes
2023-04-01,NORDESTE,69.04,2023,4
2023-04-01,NORTE,69.04,2023,4
2023-04-01,SUDESTE,69.04,2023,4
2023-04-01,SUL,69.04,2023,4
2023-05-01,NORDESTE,69.04,2023,5
2023-05-01,NORTE,69.04,2023,5
2023-05-01,SUDESTE,69.04,2023,5
2023-05-01,SUL,69.04,2023,5
2023-06-01,NORDESTE,69.04,2023,6
2023-06-01,NORTE,69.04,2023,6
2023-06-01,SUDESTE,69.04,2023,6
2023-06-01,SUL,69.04,2023,6
2023-07-01,NORDESTE,69.04,2023,7
2023-07-01,NORTE,69.04,2023,7
2023-07-01,SUDESTE,69.04,2023,7
2023-07-01,SUL,69.04,2023,7
2023-08-01,NORDESTE,69.04,2023,8
2023-08-01,NORTE,69.04,2023,8
2023-08-01,SUDESTE,69.04,2023,8
2023-08-01,SUL,69.04,2023,8
2023-09-01,NORDESTE,80.37,2023,9
2023-09-01,NORTE,80.37,2023,9
2023-09-01,SUDESTE,80.37,2023,9
2023-09-01,SUL,80.37,2023,9
2023-10-01,NORDESTE,74.84,2023,10
2023-10-01,NORTE,74.84,2023,10
2023-10-01,SUDESTE,74.84,2023,10
2023-10-01,SUL,74.84,2023,10
2023-11-01,NORDESTE,84.4,2023,11
2023-11-01,NORTE,84.4,2023,11
2023-11-01,SUDESTE,84.4,2023,11
2023-11-01,SUL,84.4,2023,11
2023-12-01,NORDESTE,74.09,2023,12
2023-12-01,NORTE,74.09,2023,12
2023-12-01,SUDESTE,74.09,2023,12
2023-12-01,SUL,74.09,2023,12
2024-01-01,NORDESTE,61.14,2024,1
2024-01-01,NORTE,61.14,2024,1
2024-01-01,SUDESTE,61.14,2024,1
2024-01-01,SUL,61.14,2024,1
2024-02-01,NORDESTE,61.2,2024,2
2024-02-01,NORTE,61.2,2024,2
2024-02-01,SUDESTE,61.2,2024,2
2024-02-01,SUL,61.2,2024,2
2024-03-01,NORDESTE,61.07,2024,3
2024-03-01,NORTE,61.07,2024,3
2024-03-01,SUDESTE,61.07,2024,3
2024-03-01,SUL,61.07,2024,3
2024-04-01,NORDESTE,61.07,2024,4
2024-04-01,NORTE,61.07,2024,4
2024-04-01,SUDESTE,61.07,2024,4
2024-04-01,SUL,61.07,2024,4
2024-05-01,NORDESTE,61.07,2024,5
2024-05-01,NORTE,61.07,2024,5
2024-05-01,SUDESTE,61.07,2024,5
2024-05-01,SUL,61.07,2024,5
2024-06-01,NORDESTE,66.4,2024,6
2024-06-01,NORTE,66.41,2024,6
2024-06-01,SUDESTE,66.41,2024,6
2024-06-01,SUL,66.4,2024,6
2024-07-01,NORDESTE,84.28,2024,7
2024-07-01,NORTE,87.08,2024,7
2024-07-01,SUDESTE,87.07,2024,7
2024-07-01,SUL,87.05,2024,7
2024-08-01,NORDESTE,103.82,2024,8
2024-08-01,NORTE,118.8,2024,8
2024-08-01,SUDESTE,118.79,2024,8
2024-08-01,SUL,118.79,2024,8
2024-09-01,NORDESTE,243.3,2024,9
2024-09-01,NORTE,316.41,2024,9
2024-09-01,SUDESTE,307.59,2024,9
2024-09-01,SUL,307.78,2024,9
2024-10-01,NORDESTE,449.83,2024,10
2024-10-01,NORTE,482.54,2024,10
2024-10-01,SUDESTE,480.78,2024,10
2024-10-01,SUL,480.76,2024,10
2024-11-01,NORDESTE,102.14,2024,11
2024-11-01,NORTE,103.66,2024,11
2024-11-01,SUDESTE,103.51,2024,11
2024-11-01,SUL,103.51,2024,11
2024-12-01,NORDESTE,64.8,2024,12
2024-12-01,NORTE,64.8,2024,12
2024-12-01,SUDESTE,64.8,2024,12
2024-12-01,SUL,64.8,2024,12
2025-01-01,NORDESTE,59.18,2025,1
2025-01-01,NORTE,59.18,2025,1
2025-01-01,SUDESTE,59.21,2025,1
2025-01-01,SUL,59.21,2025,1
2025-02-01,NORDESTE,58.6,2025,2
2025-02-01,NORTE,58.6,2025,2
2025-02-01,SUDESTE,93.76,2025,2
2025-02-01,SUL,93.83,2025,2
2025-03-01,NORDESTE,58.96,2025,3
2025-03-01,NORTE,58.96,2025,3
2025-03-01,SUDESTE,327.32,2025,3
2025-03-01,SUL,332.56,2025,3
2025-04-01,NORDESTE,107.28,2025,4
2025-04-01,NORTE,107.27,2025,4
2025-04-01,SUDESTE,202.18,2025,4
2025-04-01,SUL,202.98,2025,4
2025-05-01,NORDESTE,124.98,2025,5
2025-05-01,NORTE,125.19,2025,5
2025-05-01,SUDESTE,212.58,2025,5
2025-05-01,SUL,233.39,2025,5
2025-06-01,NORDESTE,230.9,2025,6
2025-06-01,NORTE,232.29,2025,6
2025-06-01,SUDESTE,234.71,2025,6
2025-06-01,SUL,236.1,2025,6
2025-07-01,NORDESTE,205.55,2025,7
2025-07-01,NORTE,207.88,2025,7
2025-07-01,SUDESTE,210.02,2025,7
2025-07-01,SUL,211.67,2025,7
2025-08-01,NORDESTE,268.67,2025,8
2025-08-01,NORTE,285.88,2025,8
2025-08-01,SUDESTE,287.17,2025,8
2025-08-01,SUL,287.17,2025,8
2025-09-01,NORDESTE,245.86,2025,9
2025-09-01,NORTE,259.46,2025,9
2025-09-01,SUDESTE,260.35,2025,9
2025-09-01,SUL,260.34,2025,9
2025-10-01,NORDESTE,218.37,2025,10
2025-10-01,NORTE,249.4,2025,10
2025-10-01,SUDESTE,250.19,2025,10
2025-10-01,SUL,250.18,2025,10
2025-11-01,NORDESTE,275.04,2025,11
2025-11-01,NORTE,276.62,2025,11
2025-11-01,SUDESTE,278.18,2025,11
2025-11-01,SUL,278.02,2025,11
2025-12-01,NORDESTE,265.87,2025,12
2025-12-01,NORTE,265.87,2025,12
2025-12-01,SUDESTE,265.89,2025,12
2025-12-01,SUL,265.89,2025,12
2026-01-01,NORDESTE,238.87,2026,1
2026-01-01,NORTE,240.38,2026,1
2026-01-01,SUDESTE,247.36,2026,1
2026-01-01,SUL,249.95,2026,1
2026-02-01,NORDESTE,380.14,2026,2
2026-02-01,NORTE,380.14,2026,2
2026-02-01,SUDESTE,382.41,2026,2
2026-02-01,SUL,402.69,2026,2
2026-03-01,NORDESTE,250.39,2026,3
2026-03-01,NORTE,250.39,2026,3
2026-03-01,SUDESTE,301.85,2026,3
2026-03-01,SUL,425.57,2026,3
2026-04-01,NORDESTE,139.28,2026,4
2026-04-01,NORTE,139.58,2026,4
2026-04-01,SUDESTE,211.38,2026,4
2026-04-01,SUL,254.03,2026,4
2026-05-01,NORDESTE,166.69,2026,5
2026-05-01,NORTE,169.13,2026,5
2026-05-01,SUDESTE,220.05,2026,5
2026-05-01,SUL,244.33,2026,5
2026-06-01,NORDESTE,184.42,2026,6
2026-06-01,NORTE,186.69,2026,6
2026-06-01,SUDESTE,187.83,2026,6
2026-06-01,SUL,193.64,2026,6
